"Date","ID.OB","Month_Yr","Address","Block","Latitude","Longitude","Street","CULEX_ERRATICUS","CULEX_PIPIENS","CULEX_PIPIENS_RESTUANS","CULEX_RESTUANS","CULEX_SALINARIUS","CULEX_TARSALIS","CULEX_TERRITANS","Month","ParasiticIn.","Influenza.","Spray","Year","TrapM","WnvPresentB","ID.y","ID.y","Station2","Tmax2","Tmin2","Tavg2","DewPoint2","WetBulb2","Heat2","Cool2","PrecipTotal2","StnPressure2","SeaLevel2","ResultSpeed2","ResultDir2","AvgSpeed2","BCFG2","BR2","DZ2","FG2","FG.2","FU2","GR2","HZ2","RA2","SN2","SQ2","TS2","TSRA2","VCFG2","VCTS2","Tmax2.imp","Tavg2.imp","PrecipTotal2.imp","RA45.2","PT45_gt052.imp","Tmax2.i","RA45.2i","PT45_gt052.i","ID","Station","Tmax","Tmin","Tavg","Depart","DewPoint","WetBulb","Heat","Cool","Sunrise","Sunset","SnowFall","PrecipTotal","StnPressure","SeaLevel","ResultSpeed","ResultDir","AvgSpeed","BCFG","BR","DZ","FG","FG.","FU","HZ","MIFG","RA","SN","SQ","TS","TSRA","VCTS","RA45","PT45_gt05","RA45.imp","PT45_gt05.imp"
2007-05-29,11,"2007-05","2500 West Grand Avenue, Chicago, IL 60654, USA",25,41.891118,-87.654491," W GRAND AVE",0,0,0,1,0,0,0,5,0.26,0.8,0,2007,46,0,29,29,2,88,65,42,59,35,1,13,0,29.44,30.09,5.8,16,7.4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,88,42,0,NA,NA,88,12.1767435566769,0.984552069373556,29,1,88,60,39,28,58,34,1,10,421,1917,0,0,29.39,30.11,5.8,18,6.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,13.688537017711,0.942191669635632
2007-05-29,12,"2007-05","4100 North Oak Park Avenue, Chicago, IL 60634, USA",41,41.95469,-87.800991," N OAK PARK AVE",0,0,1,1,0,0,0,5,0.26,0.8,0,2007,2,0,29,29,2,88,65,42,59,35,1,13,0,29.44,30.09,5.8,16,7.4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,88,42,0,NA,NA,88,12.1767435566769,0.984552069373556,29,1,88,60,39,28,58,34,1,10,421,1917,0,0,29.39,30.11,5.8,18,6.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,13.688537017711,0.942191669635632
2007-05-29,13,"2007-05","6200 North Mandell Avenue, Chicago, IL 60646, USA",62,41.994991,-87.769279," N MANDELL AVE",0,0,0,1,0,0,0,5,0.26,0.8,0,2007,7,0,29,29,2,88,65,42,59,35,1,13,0,29.44,30.09,5.8,16,7.4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,88,42,0,NA,NA,88,12.1767435566769,0.984552069373556,29,1,88,60,39,28,58,34,1,10,421,1917,0,0,29.39,30.11,5.8,18,6.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,13.688537017711,0.942191669635632
2007-05-29,14,"2007-05","6500 North Oak Park Avenue, Chicago, IL 60631, USA",65,41.999129,-87.795585," N OAK PARK AVE",0,0,1,0,0,0,0,5,0.26,0.8,0,2007,143,0,29,29,2,88,65,42,59,35,1,13,0,29.44,30.09,5.8,16,7.4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,88,42,0,NA,NA,88,12.1767435566769,0.984552069373556,29,1,88,60,39,28,58,34,1,10,421,1917,0,0,29.39,30.11,5.8,18,6.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,13.688537017711,0.942191669635632
2007-05-29,15,"2007-05","7500 North Oakley Avenue, Chicago, IL 60645, USA",75,42.01743,-87.687769," N OAKLEY AVE",0,0,1,0,0,0,0,5,0.26,0.8,0,2007,148,0,29,29,2,88,65,42,59,35,1,13,0,29.44,30.09,5.8,16,7.4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,88,42,0,NA,NA,88,12.1767435566769,0.984552069373556,29,1,88,60,39,28,58,34,1,10,421,1917,0,0,29.39,30.11,5.8,18,6.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,13.688537017711,0.942191669635632
2007-05-29,16,"2007-05","7900 West Foster Avenue, Chicago, IL 60656, USA",79,41.974089,-87.824812," W FOSTER AVE",0,0,1,4,0,0,0,5,0.26,0.8,0,2007,15,0,29,29,2,88,65,42,59,35,1,13,0,29.44,30.09,5.8,16,7.4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,88,42,0,NA,NA,88,12.1767435566769,0.984552069373556,29,1,88,60,39,28,58,34,1,10,421,1917,0,0,29.39,30.11,5.8,18,6.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,13.688537017711,0.942191669635632
2007-05-29,17,"2007-05","8900 South Carpenter Street, Chicago, IL 60620, USA",89,41.732984,-87.649642," S CARPENTER ST",0,0,0,1,0,0,0,5,0.26,0.8,0,2007,159,0,29,29,2,88,65,42,59,35,1,13,0,29.44,30.09,5.8,16,7.4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,88,42,0,NA,NA,88,12.1767435566769,0.984552069373556,29,1,88,60,39,28,58,34,1,10,421,1917,0,0,29.39,30.11,5.8,18,6.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,13.688537017711,0.942191669635632
2007-05-29,18,"2007-05","North Streeter Drive, Chicago, IL 60611, USA",53,41.891126,-87.61156," N STREETER DR",0,0,1,2,0,0,0,5,0.26,0.8,0,2007,129,0,29,29,2,88,65,42,59,35,1,13,0,29.44,30.09,5.8,16,7.4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,88,42,0,NA,NA,88,12.1767435566769,0.984552069373556,29,1,88,60,39,28,58,34,1,10,421,1917,0,0,29.39,30.11,5.8,18,6.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,13.688537017711,0.942191669635632
2007-06-05,19,"2007-06","1100 Roosevelt Road, Chicago, IL 60608, USA",11,41.867108,-87.654224," W ROOSEVELT",0,2,1,1,0,0,0,6,0.26,0.8,0,2007,48,0,36,36,2,63,51,22,47,21,29,1,0.27,29.16,29.78,6.2,3,8.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,63,22,0.27,NA,NA,63,19.8156412427196,0.947757549817971,36,1,64,47,21,17,48,20,30,1,417,1923,0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,16.6338527717413,0.884740916789024
2007-06-05,20,"2007-06","1100 South State Street, Chicago, IL 60605, USA",11,41.869216,-87.627561," S STATE ST",0,0,1,0,0,0,0,6,0.26,0.8,0,2007,92,0,36,36,2,63,51,22,47,21,29,1,0.27,29.16,29.78,6.2,3,8.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,63,22,0.27,NA,NA,63,19.8156412427196,0.947757549817971,36,1,64,47,21,17,48,20,30,1,417,1923,0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,16.6338527717413,0.884740916789024
2007-06-05,21,"2007-06","1100 West Chicago Avenue, Chicago, IL 60642, USA",11,41.896282,-87.655232," W CHICAGO",0,0,0,2,0,0,0,6,0.26,0.8,0,2007,49,0,36,36,2,63,51,22,47,21,29,1,0.27,29.16,29.78,6.2,3,8.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,63,22,0.27,NA,NA,63,19.8156412427196,0.947757549817971,36,1,64,47,21,17,48,20,30,1,417,1923,0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,16.6338527717413,0.884740916789024
2007-06-05,22,"2007-06","1400 North Sacramento Avenue, Chicago, IL 60622, USA",14,41.906638,-87.701431," N HUMBOLDT DR",0,0,0,3,0,0,0,6,0.26,0.8,0,2007,33,0,36,36,2,63,51,22,47,21,29,1,0.27,29.16,29.78,6.2,3,8.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,63,22,0.27,NA,NA,63,19.8156412427196,0.947757549817971,36,1,64,47,21,17,48,20,30,1,417,1923,0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,16.6338527717413,0.884740916789024
2007-06-05,23,"2007-06","1500 North Long Avenue, Chicago, IL 60651, USA",15,41.907645,-87.760886," N LONG AVE",0,0,0,3,0,0,0,6,0.26,0.8,0,2007,153,0,36,36,2,63,51,22,47,21,29,1,0.27,29.16,29.78,6.2,3,8.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,63,22,0.27,NA,NA,63,19.8156412427196,0.947757549817971,36,1,64,47,21,17,48,20,30,1,417,1923,0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,16.6338527717413,0.884740916789024
2007-06-05,24,"2007-06","1500 West Granville Avenue, Chicago, IL 60660, USA",15,41.994469,-87.667736," W GRANVILLE AVE",0,0,1,0,0,0,0,6,0.26,0.8,0,2007,149,0,36,36,2,63,51,22,47,21,29,1,0.27,29.16,29.78,6.2,3,8.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,63,22,0.27,NA,NA,63,19.8156412427196,0.947757549817971,36,1,64,47,21,17,48,20,30,1,417,1923,0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,16.6338527717413,0.884740916789024
2007-06-05,25,"2007-06","1500 West Webster Avenue, Chicago, IL 60614, USA",15,41.9216,-87.666455," W WEBSTER AVE",0,1,1,2,0,0,0,6,0.26,0.8,0,2007,45,0,36,36,2,63,51,22,47,21,29,1,0.27,29.16,29.78,6.2,3,8.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,63,22,0.27,NA,NA,63,19.8156412427196,0.947757549817971,36,1,64,47,21,17,48,20,30,1,417,1923,0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,16.6338527717413,0.884740916789024
2007-06-05,26,"2007-06","1700 West 95th Street, Chicago, IL 60643, USA",17,41.720848,-87.666014," W 95TH ST",0,0,2,0,0,0,0,6,0.26,0.8,0,2007,94,0,36,36,2,63,51,22,47,21,29,1,0.27,29.16,29.78,6.2,3,8.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,63,22,0.27,NA,NA,63,19.8156412427196,0.947757549817971,36,1,64,47,21,17,48,20,30,1,417,1923,0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,16.6338527717413,0.884740916789024
2007-06-05,27,"2007-06","1800 West Farwell Avenue, Chicago, IL 60626, USA",18,42.006858,-87.675919," W FARWELL AVE",0,0,0,2,0,0,0,6,0.26,0.8,0,2007,150,0,36,36,2,63,51,22,47,21,29,1,0.27,29.16,29.78,6.2,3,8.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,63,22,0.27,NA,NA,63,19.8156412427196,0.947757549817971,36,1,64,47,21,17,48,20,30,1,417,1923,0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,16.6338527717413,0.884740916789024
2007-06-05,28,"2007-06","2100 North Lawler Avenue, Chicago, IL 60639, USA",21,41.918705,-87.752329," N LAWLER AVE",0,0,0,1,0,0,0,6,0.26,0.8,0,2007,154,0,36,36,2,63,51,22,47,21,29,1,0.27,29.16,29.78,6.2,3,8.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,63,22,0.27,NA,NA,63,19.8156412427196,0.947757549817971,36,1,64,47,21,17,48,20,30,1,417,1923,0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,16.6338527717413,0.884740916789024
2007-06-05,29,"2007-06","2100 North Stave Street, Chicago, IL 60647, USA",21,41.919343,-87.694259," N STAVE ST",0,0,1,1,0,0,0,6,0.26,0.8,0,2007,50,0,36,36,2,63,51,22,47,21,29,1,0.27,29.16,29.78,6.2,3,8.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,63,22,0.27,NA,NA,63,19.8156412427196,0.947757549817971,36,1,64,47,21,17,48,20,30,1,417,1923,0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,16.6338527717413,0.884740916789024
2007-06-05,30,"2007-06","2200 North Cannon Drive, Chicago, IL 60614, USA",22,41.921965,-87.632085," N CANNON DR",0,0,0,3,0,0,0,6,0.26,0.8,0,2007,54,0,36,36,2,63,51,22,47,21,29,1,0.27,29.16,29.78,6.2,3,8.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,63,22,0.27,NA,NA,63,19.8156412427196,0.947757549817971,36,1,64,47,21,17,48,20,30,1,417,1923,0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,16.6338527717413,0.884740916789024
2007-06-05,31,"2007-06","2200 West 113th Street, Chicago, IL 60643, USA",22,41.688324,-87.676709," W 113TH ST",0,0,0,4,0,0,0,6,0.26,0.8,0,2007,86,0,36,36,2,63,51,22,47,21,29,1,0.27,29.16,29.78,6.2,3,8.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,63,22,0.27,NA,NA,63,19.8156412427196,0.947757549817971,36,1,64,47,21,17,48,20,30,1,417,1923,0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,16.6338527717413,0.884740916789024
2007-06-05,32,"2007-06","2200 West 89th Street, Chicago, IL 60643, USA",22,41.731922,-87.677512," W 89TH ST",0,1,1,1,0,0,0,6,0.26,0.8,0,2007,96,0,36,36,2,63,51,22,47,21,29,1,0.27,29.16,29.78,6.2,3,8.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,63,22,0.27,NA,NA,63,19.8156412427196,0.947757549817971,36,1,64,47,21,17,48,20,30,1,417,1923,0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,16.6338527717413,0.884740916789024
2007-06-05,33,"2007-06","2500 South Millard Avenue, Chicago, IL 60623, USA",25,41.846075,-87.716277," S MILLARD AVE",0,0,0,1,0,0,0,6,0.26,0.8,0,2007,152,0,36,36,2,63,51,22,47,21,29,1,0.27,29.16,29.78,6.2,3,8.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,63,22,0.27,NA,NA,63,19.8156412427196,0.947757549817971,36,1,64,47,21,17,48,20,30,1,417,1923,0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,16.6338527717413,0.884740916789024
2007-06-05,34,"2007-06","2500 West Grand Avenue, Chicago, IL 60654, USA",25,41.891118,-87.654491," W GRAND AVE",0,0,0,1,0,0,0,6,0.26,0.8,0,2007,46,0,36,36,2,63,51,22,47,21,29,1,0.27,29.16,29.78,6.2,3,8.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,63,22,0.27,NA,NA,63,19.8156412427196,0.947757549817971,36,1,64,47,21,17,48,20,30,1,417,1923,0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,16.6338527717413,0.884740916789024
2007-06-05,35,"2007-06","2800 North Francisco Avenue, Chicago, IL 60618, USA",28,41.932094,-87.700117," N FRANCISCO AVE",0,0,0,1,0,0,0,6,0.26,0.8,0,2007,147,0,36,36,2,63,51,22,47,21,29,1,0.27,29.16,29.78,6.2,3,8.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,63,22,0.27,NA,NA,63,19.8156412427196,0.947757549817971,36,1,64,47,21,17,48,20,30,1,417,1923,0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,16.6338527717413,0.884740916789024
2007-06-05,36,"2007-06","3500 West 116th Street, Chicago, IL 60655, USA",35,41.682587,-87.707973," W 116TH ST",0,0,3,8,0,0,0,6,0.26,0.8,0,2007,158,0,36,36,2,63,51,22,47,21,29,1,0.27,29.16,29.78,6.2,3,8.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,63,22,0.27,NA,NA,63,19.8156412427196,0.947757549817971,36,1,64,47,21,17,48,20,30,1,417,1923,0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,16.6338527717413,0.884740916789024
2007-06-05,37,"2007-06","3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",36,41.944869,-87.832763," N PITTSBURGH AVE",0,0,0,1,0,0,0,6,0.26,0.8,0,2007,11,0,36,36,2,63,51,22,47,21,29,1,0.27,29.16,29.78,6.2,3,8.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,63,22,0.27,NA,NA,63,19.8156412427196,0.947757549817971,36,1,64,47,21,17,48,20,30,1,417,1923,0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,16.6338527717413,0.884740916789024
2007-06-05,38,"2007-06","3700 North Kedvale Avenue, Chicago, IL 60641, USA",37,41.948167,-87.730698," N KEDVALE AVE",0,0,2,1,0,0,0,6,0.26,0.8,0,2007,218,0,36,36,2,63,51,22,47,21,29,1,0.27,29.16,29.78,6.2,3,8.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,63,22,0.27,NA,NA,63,19.8156412427196,0.947757549817971,36,1,64,47,21,17,48,20,30,1,417,1923,0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,16.6338527717413,0.884740916789024
2007-06-05,39,"2007-06","3800 North California Avenue, Chicago, IL 60618, USA",38,41.94983,-87.698457," N CALIFORNIA AVE",0,0,0,1,0,0,0,6,0.26,0.8,0,2007,19,0,36,36,2,63,51,22,47,21,29,1,0.27,29.16,29.78,6.2,3,8.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,63,22,0.27,NA,NA,63,19.8156412427196,0.947757549817971,36,1,64,47,21,17,48,20,30,1,417,1923,0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,16.6338527717413,0.884740916789024
2007-06-05,40,"2007-06","4000 North Austin Avenue, Chicago, IL 60634, USA",40,41.953067,-87.776792," N AUSTIN AVE",0,0,1,3,0,0,0,6,0.26,0.8,0,2007,142,0,36,36,2,63,51,22,47,21,29,1,0.27,29.16,29.78,6.2,3,8.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,63,22,0.27,NA,NA,63,19.8156412427196,0.947757549817971,36,1,64,47,21,17,48,20,30,1,417,1923,0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,16.6338527717413,0.884740916789024
2007-06-05,41,"2007-06","4100 North Oak Park Avenue, Chicago, IL 60634, USA",41,41.95469,-87.800991," N OAK PARK AVE",0,1,3,5,0,0,0,6,0.26,0.8,0,2007,2,0,36,36,2,63,51,22,47,21,29,1,0.27,29.16,29.78,6.2,3,8.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,63,22,0.27,NA,NA,63,19.8156412427196,0.947757549817971,36,1,64,47,21,17,48,20,30,1,417,1923,0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,16.6338527717413,0.884740916789024
2007-06-05,42,"2007-06","4200 North Richmond Street, Chicago, IL 60618, USA",42,41.958271,-87.702575," N RICHMOND ST",0,0,1,2,0,0,0,6,0.26,0.8,0,2007,146,0,36,36,2,63,51,22,47,21,29,1,0.27,29.16,29.78,6.2,3,8.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,63,22,0.27,NA,NA,63,19.8156412427196,0.947757549817971,36,1,64,47,21,17,48,20,30,1,417,1923,0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,16.6338527717413,0.884740916789024
2007-06-05,43,"2007-06","4200 West 127th Street, Alsip, IL 60803, USA",42,41.662014,-87.724608," W 127TH PL",0,1,2,4,0,0,0,6,0.26,0.8,0,2007,135,0,36,36,2,63,51,22,47,21,29,1,0.27,29.16,29.78,6.2,3,8.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,63,22,0.27,NA,NA,63,19.8156412427196,0.947757549817971,36,1,64,47,21,17,48,20,30,1,417,1923,0,0.42,29.1,29.79,5.2,5,7.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,16.6338527717413,0.884740916789024
