"ID","Date","Month_Yr","Address","Block","Latitude","Longitude","Street","CULEX_ERRATICUS","CULEX_PIPIENS","CULEX_PIPIENS_RESTUANS","CULEX_RESTUANS","CULEX_SALINARIUS","CULEX_TARSALIS","CULEX_TERRITANS","WnvPresent","Month","Tmax","Tmin","Tavg","Depart","DewPoint","Heat","Cool","Sunrise","Sunset","PrecipTotal","ResultSpeed","ResultDir","AvgSpeed","BR","DZ","FG","HZ","RA","TS","TSRA","VCTS","Tmax2","Tmin2","Tavg2","WetBulb2","Heat2","PrecipTotal2","StnPressure2","ResultDir2","AvgSpeed2","BR2","DZ2","FG2","HZ2","RA2","TS2","TSRA2","VCTS2","ParasiticIn.","Influenza.","Spray","Year","Season_code","TrapM","Snow_Fall","RA45","PT45_gt50","RA45_2","WnvPresentB","PrecipTotal2i.x","RA45i","PT45_gt50i","RA45_2i","PT45_gt50_2","PT45_gt50_2i"
30,"2007-06-05","2007-06","2200 North Cannon Drive, Chicago, IL 60614, USA",22,41.921965,-87.632085," N CANNON DR",0,0,0,3,0,0,0,0,6,64,47,21,17,48,30,1,417,1923,44,5.2,5,154,1,0,0,0,1,0,0,0,63,51,22,21,29,29,47,3,159,1,0,0,0,1,0,0,0,0.26,0.8,0,2007,2,54,0,NA,NA,NA,0,29,11,1,15,NA,0
31,"2007-06-05","2007-06","2200 West 113th Street, Chicago, IL 60643, USA",22,41.688324,-87.676709," W 113TH ST",0,0,0,4,0,0,0,0,6,64,47,21,17,48,30,1,417,1923,44,5.2,5,154,1,0,0,0,1,0,0,0,63,51,22,21,29,29,47,3,159,1,0,0,0,1,0,0,0,0.26,0.8,0,2007,2,86,0,NA,NA,NA,0,29,13,1,13,NA,0
32,"2007-06-05","2007-06","2200 West 89th Street, Chicago, IL 60643, USA",22,41.731922,-87.677512," W 89TH ST",0,1,1,1,0,0,0,0,6,64,47,21,17,48,30,1,417,1923,44,5.2,5,154,1,0,0,0,1,0,0,0,63,51,22,21,29,29,47,3,159,1,0,0,0,1,0,0,0,0.26,0.8,0,2007,2,96,0,NA,NA,NA,0,29,19,1,14,NA,1
33,"2007-06-05","2007-06","2500 South Millard Avenue, Chicago, IL 60623, USA",25,41.846075,-87.716277," S MILLARD AVE",0,0,0,1,0,0,0,0,6,64,47,21,17,48,30,1,417,1923,44,5.2,5,154,1,0,0,0,1,0,0,0,63,51,22,21,29,29,47,3,159,1,0,0,0,1,0,0,0,0.26,0.8,0,2007,2,152,0,NA,NA,NA,0,29,13,1,13,NA,1
34,"2007-06-05","2007-06","2500 West Grand Avenue, Chicago, IL 60654, USA",25,41.891118,-87.654491," W GRAND AVE",0,0,0,1,0,0,0,0,6,64,47,21,17,48,30,1,417,1923,44,5.2,5,154,1,0,0,0,1,0,0,0,63,51,22,21,29,29,47,3,159,1,0,0,0,1,0,0,0,0.26,0.8,0,2007,2,46,0,NA,NA,NA,0,29,14,1,10,NA,0
35,"2007-06-05","2007-06","2800 North Francisco Avenue, Chicago, IL 60618, USA",28,41.932094,-87.700117," N FRANCISCO AVE",0,0,0,1,0,0,0,0,6,64,47,21,17,48,30,1,417,1923,44,5.2,5,154,1,0,0,0,1,0,0,0,63,51,22,21,29,29,47,3,159,1,0,0,0,1,0,0,0,0.26,0.8,0,2007,2,147,0,NA,NA,NA,0,29,18,1,18,NA,0
36,"2007-06-05","2007-06","3500 West 116th Street, Chicago, IL 60655, USA",35,41.682587,-87.707973," W 116TH ST",0,0,3,8,0,0,0,0,6,64,47,21,17,48,30,1,417,1923,44,5.2,5,154,1,0,0,0,1,0,0,0,63,51,22,21,29,29,47,3,159,1,0,0,0,1,0,0,0,0.26,0.8,0,2007,2,158,0,NA,NA,NA,0,29,14,1,11,NA,0
37,"2007-06-05","2007-06","3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",36,41.944869,-87.832763," N PITTSBURGH AVE",0,0,0,1,0,0,0,0,6,64,47,21,17,48,30,1,417,1923,44,5.2,5,154,1,0,0,0,1,0,0,0,63,51,22,21,29,29,47,3,159,1,0,0,0,1,0,0,0,0.26,0.8,0,2007,2,11,0,NA,NA,NA,0,29,11,1,11,NA,0
38,"2007-06-05","2007-06","3700 North Kedvale Avenue, Chicago, IL 60641, USA",37,41.948167,-87.730698," N KEDVALE AVE",0,0,2,1,0,0,0,0,6,64,47,21,17,48,30,1,417,1923,44,5.2,5,154,1,0,0,0,1,0,0,0,63,51,22,21,29,29,47,3,159,1,0,0,0,1,0,0,0,0.26,0.8,0,2007,2,218,0,NA,NA,NA,0,29,19,1,18,NA,0
39,"2007-06-05","2007-06","3800 North California Avenue, Chicago, IL 60618, USA",38,41.94983,-87.698457," N CALIFORNIA AVE",0,0,0,1,0,0,0,0,6,64,47,21,17,48,30,1,417,1923,44,5.2,5,154,1,0,0,0,1,0,0,0,63,51,22,21,29,29,47,3,159,1,0,0,0,1,0,0,0,0.26,0.8,0,2007,2,19,0,NA,NA,NA,0,29,15,1,15,NA,1
40,"2007-06-05","2007-06","4000 North Austin Avenue, Chicago, IL 60634, USA",40,41.953067,-87.776792," N AUSTIN AVE",0,0,1,3,0,0,0,0,6,64,47,21,17,48,30,1,417,1923,44,5.2,5,154,1,0,0,0,1,0,0,0,63,51,22,21,29,29,47,3,159,1,0,0,0,1,0,0,0,0.26,0.8,0,2007,2,142,0,NA,NA,NA,0,29,11,0,10,NA,0
41,"2007-06-05","2007-06","4100 North Oak Park Avenue, Chicago, IL 60634, USA",41,41.95469,-87.800991," N OAK PARK AVE",0,1,3,5,0,0,0,0,6,64,47,21,17,48,30,1,417,1923,44,5.2,5,154,1,0,0,0,1,0,0,0,63,51,22,21,29,29,47,3,159,1,0,0,0,1,0,0,0,0.26,0.8,0,2007,2,2,0,NA,NA,NA,0,29,10,1,9,NA,0
42,"2007-06-05","2007-06","4200 North Richmond Street, Chicago, IL 60618, USA",42,41.958271,-87.702575," N RICHMOND ST",0,0,1,2,0,0,0,0,6,64,47,21,17,48,30,1,417,1923,44,5.2,5,154,1,0,0,0,1,0,0,0,63,51,22,21,29,29,47,3,159,1,0,0,0,1,0,0,0,0.26,0.8,0,2007,2,146,0,NA,NA,NA,0,29,13,0,11,NA,0
43,"2007-06-05","2007-06","4200 West 127th Street, Alsip, IL 60803, USA",42,41.662014,-87.724608," W 127TH PL",0,1,2,4,0,0,0,0,6,64,47,21,17,48,30,1,417,1923,44,5.2,5,154,1,0,0,0,1,0,0,0,63,51,22,21,29,29,47,3,159,1,0,0,0,1,0,0,0,0.26,0.8,0,2007,2,135,0,NA,NA,NA,0,29,13,1,13,NA,1
44,"2007-06-05","2007-06","4500 North Campbell Avenue, Chicago, IL 60625, USA",45,41.963976,-87.69181," N CAMPBELL AVE",0,0,0,1,0,0,0,0,6,64,47,21,17,48,30,1,417,1923,44,5.2,5,154,1,0,0,0,1,0,0,0,63,51,22,21,29,29,47,3,159,1,0,0,0,1,0,0,0,0.26,0.8,0,2007,2,220,0,NA,NA,NA,0,29,5,1,6,NA,0
45,"2007-06-05","2007-06","4900 West Balmoral Avenue, Chicago, IL 60630, USA",49,41.979243,-87.750938," W BALMORAL AVE",0,0,0,1,0,0,0,0,6,64,47,21,17,48,30,1,417,1923,44,5.2,5,154,1,0,0,0,1,0,0,0,63,51,22,21,29,29,47,3,159,1,0,0,0,1,0,0,0,0.26,0.8,0,2007,2,25,0,NA,NA,NA,0,29,16,0,19,0,0
46,"2007-06-05","2007-06","5000 South Central Avenue, Chicago, IL 60638, USA",50,41.801498,-87.763416," S CENTRAL AVE",0,0,1,0,0,0,0,0,6,64,47,21,17,48,30,1,417,1923,44,5.2,5,154,1,0,0,0,1,0,0,0,63,51,22,21,29,29,47,3,159,1,0,0,0,1,0,0,0,0.26,0.8,0,2007,2,31,0,NA,NA,NA,0,29,18,1,18,0,0
47,"2007-06-05","2007-06","5300 West Agatite Avenue, Chicago, IL 60630, USA",53,41.961743,-87.76007," W AGATITE AVE",0,0,1,2,0,0,0,0,6,64,47,21,17,48,30,1,417,1923,44,5.2,5,154,1,0,0,0,1,0,0,0,63,51,22,21,29,29,47,3,159,1,0,0,0,1,0,0,0,0.26,0.8,0,2007,2,141,0,NA,NA,NA,0,29,17,1,12,0,0
48,"2007-06-05","2007-06","5800 North Western Avenue, Chicago, IL 60659, USA",58,41.986921,-87.689778," N WESTERN AVE",0,0,0,2,0,0,0,0,6,64,47,21,17,48,30,1,417,1923,44,5.2,5,154,1,0,0,0,1,0,0,0,63,51,22,21,29,29,47,3,159,1,0,0,0,1,0,0,0,0.26,0.8,0,2007,2,28,0,NA,NA,NA,0,29,12,1,10,0,0
49,"2007-06-05","2007-06","6500 North Oak Park Avenue, Chicago, IL 60631, USA",65,41.999129,-87.795585," N OAK PARK AVE",0,0,2,9,0,0,0,0,6,64,47,21,17,48,30,1,417,1923,44,5.2,5,154,1,0,0,0,1,0,0,0,63,51,22,21,29,29,47,3,159,1,0,0,0,1,0,0,0,0.26,0.8,0,2007,2,143,0,NA,NA,NA,0,29,19,0,18,0,0
50,"2007-06-05","2007-06","7000 West Armitage Avenue, Chicago, IL 60707, USA",70,41.916265,-87.800515,"  W ARMITAGE AVENUE",0,0,1,10,0,0,0,0,6,64,47,21,17,48,30,1,417,1923,44,5.2,5,154,1,0,0,0,1,0,0,0,63,51,22,21,29,29,47,3,159,1,0,0,0,1,0,0,0,0.26,0.8,0,2007,2,151,0,NA,NA,NA,0,29,18,1,16,0,0
51,"2007-06-05","2007-06","7200 North Oketo Avenue, Chicago, IL 60631, USA",72,42.011601,-87.811506," N OKETO AVE",0,0,0,1,0,0,0,0,6,64,47,21,17,48,30,1,417,1923,44,5.2,5,154,1,0,0,0,1,0,0,0,63,51,22,21,29,29,47,3,159,1,0,0,0,1,0,0,0,0.26,0.8,0,2007,2,16,0,NA,NA,NA,0,29,10,1,9,0,0
52,"2007-06-05","2007-06","7900 West Foster Avenue, Chicago, IL 60656, USA",79,41.974089,-87.824812," W FOSTER AVE",0,0,1,2,0,0,0,0,6,64,47,21,17,48,30,1,417,1923,44,5.2,5,154,1,0,0,0,1,0,0,0,63,51,22,21,29,29,47,3,159,1,0,0,0,1,0,0,0,0.26,0.8,0,2007,2,15,0,NA,NA,NA,0,29,11,1,9,0,0
53,"2007-06-05","2007-06","8900 South Carpenter Street, Chicago, IL 60620, USA",89,41.732984,-87.649642," S CARPENTER ST",0,0,0,1,0,0,0,0,6,64,47,21,17,48,30,1,417,1923,44,5.2,5,154,1,0,0,0,1,0,0,0,63,51,22,21,29,29,47,3,159,1,0,0,0,1,0,0,0,0.26,0.8,0,2007,2,159,0,NA,NA,NA,0,29,11,1,10,0,0
54,"2007-06-05","2007-06","9100 West Higgins Avenue, Chicago, IL 60656, USA",91,41.981964,-87.812827," W HIGGINS AVE",0,0,0,2,0,0,0,0,6,64,47,21,17,48,30,1,417,1923,44,5.2,5,154,1,0,0,0,1,0,0,0,63,51,22,21,29,29,47,3,159,1,0,0,0,1,0,0,0,0.26,0.8,0,2007,2,9,0,NA,NA,NA,0,29,13,1,13,0,0
55,"2007-06-05","2007-06","9300 South Doctor Martin Luther King Junior Drive, Chicago, IL 60619, USA",93,41.725517,-87.614258," S DR MARTIN LUTHER KING JR DR",0,0,1,0,0,0,0,0,6,64,47,21,17,48,30,1,417,1923,44,5.2,5,154,1,0,0,0,1,0,0,0,63,51,22,21,29,29,47,3,159,1,0,0,0,1,0,0,0,0.26,0.8,0,2007,2,162,0,NA,NA,NA,0,29,12,1,13,0,0
56,"2007-06-05","2007-06","Chicago, IL, USA",43,41.878114,-87.629798," N ASHLAND AVE OVERPASS",0,0,0,3,0,0,0,0,6,64,47,21,17,48,30,1,417,1923,44,5.2,5,154,1,0,0,0,1,0,0,0,63,51,22,21,29,29,47,3,159,1,0,0,0,1,0,0,0,0.26,0.8,0,2007,2,145,0,NA,NA,NA,0,29,17,1,11,0,0
57,"2007-06-05","2007-06","South Vincennes Avenue, Chicago, IL, USA",10,41.723195,-87.64997," S VINCENNES",0,0,0,1,0,0,0,0,6,64,47,21,17,48,30,1,417,1923,44,5.2,5,154,1,0,0,0,1,0,0,0,63,51,22,21,29,29,47,3,159,1,0,0,0,1,0,0,0,0.26,0.8,0,2007,2,89,0,NA,NA,NA,0,29,15,1,15,0,0
58,"2007-06-05","2007-06","University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",11,41.868077,-87.666901," S ASHLAND AVE",0,0,1,7,0,0,0,0,6,64,47,21,17,48,30,1,417,1923,44,5.2,5,154,1,0,0,0,1,0,0,0,63,51,22,21,29,29,47,3,159,1,0,0,0,1,0,0,0,0.26,0.8,0,2007,2,90,0,NA,NA,NA,0,29,13,1,13,0,0
59,"2007-06-26","2007-06","1000 South California Avenue, Chicago, IL 60612, USA",10,41.869107,-87.696293," S CALIFORNIA AVE",0,1,0,0,0,0,0,0,6,92,70,46,28,69,1,17,418,1931,18,6.1,22,149,1,0,0,1,0,0,1,1,91,73,47,41,1,1,76,21,159,1,0,0,1,0,0,0,0,0.26,0.8,0,2007,2,88,0,19,1,18,0,1,19,1,18,0,0
60,"2007-06-26","2007-06","1000 West 95th Street, Chicago, IL 60643, USA",10,41.721474,-87.648064," W 95TH ST",0,0,0,2,0,0,0,0,6,92,70,46,28,69,1,17,418,1931,18,6.1,22,149,1,0,0,1,0,0,1,1,91,73,47,41,1,1,76,21,159,1,0,0,1,0,0,0,0,0.26,0.8,0,2007,2,85,0,19,1,18,0,1,19,1,18,0,0
61,"2007-06-26","2007-06","1100 Roosevelt Road, Chicago, IL 60608, USA",11,41.867108,-87.654224," W ROOSEVELT",0,0,2,0,0,0,0,0,6,92,70,46,28,69,1,17,418,1931,18,6.1,22,149,1,0,0,1,0,0,1,1,91,73,47,41,1,1,76,21,159,1,0,0,1,0,0,0,0,0.26,0.8,0,2007,2,48,0,19,1,18,0,1,19,1,18,0,0
62,"2007-06-26","2007-06","1100 South California Avenue, Chicago, IL 60612, USA",11,41.868142,-87.696269," S CALIFORNIA",0,0,1,1,0,0,0,0,6,92,70,46,28,69,1,17,418,1931,18,6.1,22,149,1,0,0,1,0,0,1,1,91,73,47,41,1,1,76,21,159,1,0,0,1,0,0,0,0,0.26,0.8,0,2007,2,47,0,19,1,18,0,1,19,1,18,0,0
63,"2007-06-26","2007-06","1100 West Chicago Avenue, Chicago, IL 60642, USA",11,41.896282,-87.655232," W CHICAGO",0,0,0,1,0,0,0,0,6,92,70,46,28,69,1,17,418,1931,18,6.1,22,149,1,0,0,1,0,0,1,1,91,73,47,41,1,1,76,21,159,1,0,0,1,0,0,0,0,0.26,0.8,0,2007,2,49,0,19,1,18,0,1,19,1,18,0,0
64,"2007-06-26","2007-06","1400 North Sacramento Avenue, Chicago, IL 60622, USA",14,41.906638,-87.701431," N HUMBOLDT DR",0,0,2,3,0,0,0,0,6,92,70,46,28,69,1,17,418,1931,18,6.1,22,149,1,0,0,1,0,0,1,1,91,73,47,41,1,1,76,21,159,1,0,0,1,0,0,0,0,0.26,0.8,0,2007,2,33,0,19,1,18,0,1,19,1,18,0,0
