"Date","ID.OB","Month_Yr","Address","Street","Block","Latitude","Longitude","Year","Month","Season_code_1","Season_code_2","Season_code_3","TrapM","CULEX_ERRATICUS","CULEX_PIPIENS","CULEX_PIPIENS_RESTUANS","CULEX_RESTUANS","CULEX_SALINARIUS","CULEX_TARSALIS","CULEX_TERRITANS","ParasiticIn.","Influenza.","WnvPresentB","Tmax2","Tmin2","Tavg2","WetBulb2","Heat2","PrecipTotal2","StnPressure2","ResultDir2","AvgSpeed2","DZ2","FG2","HZ2","RA2","RA45.2","BR2","TS2","TSRA2","VCTS2","Tmax","Tmin","Tavg","Depart","DewPoint","Heat","Cool","Sunrise","Sunset","PrecipTotal","ResultSpeed","ResultDir","AvgSpeed","BR","DZ","FG","HZ","RA","RA45","TS","TSRA","VCTS","pre45_1_2","pre45_1","pre45_05","pre45_052"
2007-05-29,11,"2007-05","2500 West Grand Avenue, Chicago, IL 60654, USA"," W GRAND AVE",25,41.891118,-87.654491,2007,5,1,0,0,46,0,0,0,1,0,0,0,0.26,0.8,0,88,65,42,35,1,0,29.44,16,7.4,0,0,1,0,13.2689506455127,1,0,0,0,88,60,39,28,58,1,10,421,1917,0,5.8,18,6.5,1,0,0,1,0,15.7722569219176,0,0,0,1,1,1,1
2007-05-29,12,"2007-05","4100 North Oak Park Avenue, Chicago, IL 60634, USA"," N OAK PARK AVE",41,41.95469,-87.800991,2007,5,1,0,0,2,0,0,1,1,0,0,0,0.26,0.8,0,88,65,42,35,1,0,29.44,16,7.4,0,0,1,0,13.2689506455127,1,0,0,0,88,60,39,28,58,1,10,421,1917,0,5.8,18,6.5,1,0,0,1,0,15.7722569219176,0,0,0,1,1,1,1
2007-05-29,13,"2007-05","6200 North Mandell Avenue, Chicago, IL 60646, USA"," N MANDELL AVE",62,41.994991,-87.769279,2007,5,1,0,0,7,0,0,0,1,0,0,0,0.26,0.8,0,88,65,42,35,1,0,29.44,16,7.4,0,0,1,0,13.2689506455127,1,0,0,0,88,60,39,28,58,1,10,421,1917,0,5.8,18,6.5,1,0,0,1,0,15.7722569219176,0,0,0,1,1,1,1
2007-05-29,14,"2007-05","6500 North Oak Park Avenue, Chicago, IL 60631, USA"," N OAK PARK AVE",65,41.999129,-87.795585,2007,5,1,0,0,143,0,0,1,0,0,0,0,0.26,0.8,0,88,65,42,35,1,0,29.44,16,7.4,0,0,1,0,13.2689506455127,1,0,0,0,88,60,39,28,58,1,10,421,1917,0,5.8,18,6.5,1,0,0,1,0,15.7722569219176,0,0,0,1,1,1,1
2007-05-29,15,"2007-05","7500 North Oakley Avenue, Chicago, IL 60645, USA"," N OAKLEY AVE",75,42.01743,-87.687769,2007,5,1,0,0,148,0,0,1,0,0,0,0,0.26,0.8,0,88,65,42,35,1,0,29.44,16,7.4,0,0,1,0,13.2689506455127,1,0,0,0,88,60,39,28,58,1,10,421,1917,0,5.8,18,6.5,1,0,0,1,0,15.7722569219176,0,0,0,1,1,1,1
2007-05-29,16,"2007-05","7900 West Foster Avenue, Chicago, IL 60656, USA"," W FOSTER AVE",79,41.974089,-87.824812,2007,5,1,0,0,15,0,0,1,4,0,0,0,0.26,0.8,0,88,65,42,35,1,0,29.44,16,7.4,0,0,1,0,13.2689506455127,1,0,0,0,88,60,39,28,58,1,10,421,1917,0,5.8,18,6.5,1,0,0,1,0,15.7722569219176,0,0,0,1,1,1,1
2007-05-29,17,"2007-05","8900 South Carpenter Street, Chicago, IL 60620, USA"," S CARPENTER ST",89,41.732984,-87.649642,2007,5,1,0,0,159,0,0,0,1,0,0,0,0.26,0.8,0,88,65,42,35,1,0,29.44,16,7.4,0,0,1,0,13.2689506455127,1,0,0,0,88,60,39,28,58,1,10,421,1917,0,5.8,18,6.5,1,0,0,1,0,15.7722569219176,0,0,0,1,1,1,1
2007-05-29,18,"2007-05","North Streeter Drive, Chicago, IL 60611, USA"," N STREETER DR",53,41.891126,-87.61156,2007,5,1,0,0,129,0,0,1,2,0,0,0,0.26,0.8,0,88,65,42,35,1,0,29.44,16,7.4,0,0,1,0,13.2689506455127,1,0,0,0,88,60,39,28,58,1,10,421,1917,0,5.8,18,6.5,1,0,0,1,0,15.7722569219176,0,0,0,1,1,1,1
2007-06-05,19,"2007-06","1100 Roosevelt Road, Chicago, IL 60608, USA"," W ROOSEVELT",11,41.867108,-87.654224,2007,6,0,1,0,48,0,2,1,1,0,0,0,0.26,0.8,0,63,51,22,21,29,0.27,29.16,3,8.1,0,0,0,1,19.6483478067053,1,0,0,0,64,47,21,17,48,30,1,417,1923,0.42,5.2,5,7.6,1,0,0,0,1,16.3162312117209,0,0,0,1,1,1,1
2007-06-05,20,"2007-06","1100 South State Street, Chicago, IL 60605, USA"," S STATE ST",11,41.869216,-87.627561,2007,6,0,1,0,92,0,0,1,0,0,0,0,0.26,0.8,0,63,51,22,21,29,0.27,29.16,3,8.1,0,0,0,1,19.6483478067053,1,0,0,0,64,47,21,17,48,30,1,417,1923,0.42,5.2,5,7.6,1,0,0,0,1,16.3162312117209,0,0,0,1,1,1,1
2007-06-05,21,"2007-06","1100 West Chicago Avenue, Chicago, IL 60642, USA"," W CHICAGO",11,41.896282,-87.655232,2007,6,0,1,0,49,0,0,0,2,0,0,0,0.26,0.8,0,63,51,22,21,29,0.27,29.16,3,8.1,0,0,0,1,19.6483478067053,1,0,0,0,64,47,21,17,48,30,1,417,1923,0.42,5.2,5,7.6,1,0,0,0,1,16.3162312117209,0,0,0,1,1,1,1
2007-06-05,22,"2007-06","1400 North Sacramento Avenue, Chicago, IL 60622, USA"," N HUMBOLDT DR",14,41.906638,-87.701431,2007,6,0,1,0,33,0,0,0,3,0,0,0,0.26,0.8,0,63,51,22,21,29,0.27,29.16,3,8.1,0,0,0,1,19.6483478067053,1,0,0,0,64,47,21,17,48,30,1,417,1923,0.42,5.2,5,7.6,1,0,0,0,1,16.3162312117209,0,0,0,1,1,1,1
2007-06-05,23,"2007-06","1500 North Long Avenue, Chicago, IL 60651, USA"," N LONG AVE",15,41.907645,-87.760886,2007,6,0,1,0,153,0,0,0,3,0,0,0,0.26,0.8,0,63,51,22,21,29,0.27,29.16,3,8.1,0,0,0,1,19.6483478067053,1,0,0,0,64,47,21,17,48,30,1,417,1923,0.42,5.2,5,7.6,1,0,0,0,1,16.3162312117209,0,0,0,1,1,1,1
2007-06-05,24,"2007-06","1500 West Granville Avenue, Chicago, IL 60660, USA"," W GRANVILLE AVE",15,41.994469,-87.667736,2007,6,0,1,0,149,0,0,1,0,0,0,0,0.26,0.8,0,63,51,22,21,29,0.27,29.16,3,8.1,0,0,0,1,19.6483478067053,1,0,0,0,64,47,21,17,48,30,1,417,1923,0.42,5.2,5,7.6,1,0,0,0,1,16.3162312117209,0,0,0,1,1,1,1
2007-06-05,25,"2007-06","1500 West Webster Avenue, Chicago, IL 60614, USA"," W WEBSTER AVE",15,41.9216,-87.666455,2007,6,0,1,0,45,0,1,1,2,0,0,0,0.26,0.8,0,63,51,22,21,29,0.27,29.16,3,8.1,0,0,0,1,19.6483478067053,1,0,0,0,64,47,21,17,48,30,1,417,1923,0.42,5.2,5,7.6,1,0,0,0,1,16.3162312117209,0,0,0,1,1,1,1
2007-06-05,26,"2007-06","1700 West 95th Street, Chicago, IL 60643, USA"," W 95TH ST",17,41.720848,-87.666014,2007,6,0,1,0,94,0,0,2,0,0,0,0,0.26,0.8,0,63,51,22,21,29,0.27,29.16,3,8.1,0,0,0,1,19.6483478067053,1,0,0,0,64,47,21,17,48,30,1,417,1923,0.42,5.2,5,7.6,1,0,0,0,1,16.3162312117209,0,0,0,1,1,1,1
2007-06-05,27,"2007-06","1800 West Farwell Avenue, Chicago, IL 60626, USA"," W FARWELL AVE",18,42.006858,-87.675919,2007,6,0,1,0,150,0,0,0,2,0,0,0,0.26,0.8,0,63,51,22,21,29,0.27,29.16,3,8.1,0,0,0,1,19.6483478067053,1,0,0,0,64,47,21,17,48,30,1,417,1923,0.42,5.2,5,7.6,1,0,0,0,1,16.3162312117209,0,0,0,1,1,1,1
2007-06-05,28,"2007-06","2100 North Lawler Avenue, Chicago, IL 60639, USA"," N LAWLER AVE",21,41.918705,-87.752329,2007,6,0,1,0,154,0,0,0,1,0,0,0,0.26,0.8,0,63,51,22,21,29,0.27,29.16,3,8.1,0,0,0,1,19.6483478067053,1,0,0,0,64,47,21,17,48,30,1,417,1923,0.42,5.2,5,7.6,1,0,0,0,1,16.3162312117209,0,0,0,1,1,1,1
2007-06-05,29,"2007-06","2100 North Stave Street, Chicago, IL 60647, USA"," N STAVE ST",21,41.919343,-87.694259,2007,6,0,1,0,50,0,0,1,1,0,0,0,0.26,0.8,0,63,51,22,21,29,0.27,29.16,3,8.1,0,0,0,1,19.6483478067053,1,0,0,0,64,47,21,17,48,30,1,417,1923,0.42,5.2,5,7.6,1,0,0,0,1,16.3162312117209,0,0,0,1,1,1,1
2007-06-05,30,"2007-06","2200 North Cannon Drive, Chicago, IL 60614, USA"," N CANNON DR",22,41.921965,-87.632085,2007,6,0,1,0,54,0,0,0,3,0,0,0,0.26,0.8,0,63,51,22,21,29,0.27,29.16,3,8.1,0,0,0,1,19.6483478067053,1,0,0,0,64,47,21,17,48,30,1,417,1923,0.42,5.2,5,7.6,1,0,0,0,1,16.3162312117209,0,0,0,1,1,1,1
2007-06-05,31,"2007-06","2200 West 113th Street, Chicago, IL 60643, USA"," W 113TH ST",22,41.688324,-87.676709,2007,6,0,1,0,86,0,0,0,4,0,0,0,0.26,0.8,0,63,51,22,21,29,0.27,29.16,3,8.1,0,0,0,1,19.6483478067053,1,0,0,0,64,47,21,17,48,30,1,417,1923,0.42,5.2,5,7.6,1,0,0,0,1,16.3162312117209,0,0,0,1,1,1,1
2007-06-05,32,"2007-06","2200 West 89th Street, Chicago, IL 60643, USA"," W 89TH ST",22,41.731922,-87.677512,2007,6,0,1,0,96,0,1,1,1,0,0,0,0.26,0.8,0,63,51,22,21,29,0.27,29.16,3,8.1,0,0,0,1,19.6483478067053,1,0,0,0,64,47,21,17,48,30,1,417,1923,0.42,5.2,5,7.6,1,0,0,0,1,16.3162312117209,0,0,0,1,1,1,1
2007-06-05,33,"2007-06","2500 South Millard Avenue, Chicago, IL 60623, USA"," S MILLARD AVE",25,41.846075,-87.716277,2007,6,0,1,0,152,0,0,0,1,0,0,0,0.26,0.8,0,63,51,22,21,29,0.27,29.16,3,8.1,0,0,0,1,19.6483478067053,1,0,0,0,64,47,21,17,48,30,1,417,1923,0.42,5.2,5,7.6,1,0,0,0,1,16.3162312117209,0,0,0,1,1,1,1
2007-06-05,34,"2007-06","2500 West Grand Avenue, Chicago, IL 60654, USA"," W GRAND AVE",25,41.891118,-87.654491,2007,6,0,1,0,46,0,0,0,1,0,0,0,0.26,0.8,0,63,51,22,21,29,0.27,29.16,3,8.1,0,0,0,1,19.6483478067053,1,0,0,0,64,47,21,17,48,30,1,417,1923,0.42,5.2,5,7.6,1,0,0,0,1,16.3162312117209,0,0,0,1,1,1,1
2007-06-05,35,"2007-06","2800 North Francisco Avenue, Chicago, IL 60618, USA"," N FRANCISCO AVE",28,41.932094,-87.700117,2007,6,0,1,0,147,0,0,0,1,0,0,0,0.26,0.8,0,63,51,22,21,29,0.27,29.16,3,8.1,0,0,0,1,19.6483478067053,1,0,0,0,64,47,21,17,48,30,1,417,1923,0.42,5.2,5,7.6,1,0,0,0,1,16.3162312117209,0,0,0,1,1,1,1
2007-06-05,36,"2007-06","3500 West 116th Street, Chicago, IL 60655, USA"," W 116TH ST",35,41.682587,-87.707973,2007,6,0,1,0,158,0,0,3,8,0,0,0,0.26,0.8,0,63,51,22,21,29,0.27,29.16,3,8.1,0,0,0,1,19.6483478067053,1,0,0,0,64,47,21,17,48,30,1,417,1923,0.42,5.2,5,7.6,1,0,0,0,1,16.3162312117209,0,0,0,1,1,1,1
2007-06-05,37,"2007-06","3600 North Pittsburgh Avenue, Chicago, IL 60634, USA"," N PITTSBURGH AVE",36,41.944869,-87.832763,2007,6,0,1,0,11,0,0,0,1,0,0,0,0.26,0.8,0,63,51,22,21,29,0.27,29.16,3,8.1,0,0,0,1,19.6483478067053,1,0,0,0,64,47,21,17,48,30,1,417,1923,0.42,5.2,5,7.6,1,0,0,0,1,16.3162312117209,0,0,0,1,1,1,1
2007-06-05,38,"2007-06","3700 North Kedvale Avenue, Chicago, IL 60641, USA"," N KEDVALE AVE",37,41.948167,-87.730698,2007,6,0,1,0,218,0,0,2,1,0,0,0,0.26,0.8,0,63,51,22,21,29,0.27,29.16,3,8.1,0,0,0,1,19.6483478067053,1,0,0,0,64,47,21,17,48,30,1,417,1923,0.42,5.2,5,7.6,1,0,0,0,1,16.3162312117209,0,0,0,1,1,1,1
2007-06-05,39,"2007-06","3800 North California Avenue, Chicago, IL 60618, USA"," N CALIFORNIA AVE",38,41.94983,-87.698457,2007,6,0,1,0,19,0,0,0,1,0,0,0,0.26,0.8,0,63,51,22,21,29,0.27,29.16,3,8.1,0,0,0,1,19.6483478067053,1,0,0,0,64,47,21,17,48,30,1,417,1923,0.42,5.2,5,7.6,1,0,0,0,1,16.3162312117209,0,0,0,1,1,1,1
2007-06-05,40,"2007-06","4000 North Austin Avenue, Chicago, IL 60634, USA"," N AUSTIN AVE",40,41.953067,-87.776792,2007,6,0,1,0,142,0,0,1,3,0,0,0,0.26,0.8,0,63,51,22,21,29,0.27,29.16,3,8.1,0,0,0,1,19.6483478067053,1,0,0,0,64,47,21,17,48,30,1,417,1923,0.42,5.2,5,7.6,1,0,0,0,1,16.3162312117209,0,0,0,1,1,1,1
2007-06-05,41,"2007-06","4100 North Oak Park Avenue, Chicago, IL 60634, USA"," N OAK PARK AVE",41,41.95469,-87.800991,2007,6,0,1,0,2,0,1,3,5,0,0,0,0.26,0.8,0,63,51,22,21,29,0.27,29.16,3,8.1,0,0,0,1,19.6483478067053,1,0,0,0,64,47,21,17,48,30,1,417,1923,0.42,5.2,5,7.6,1,0,0,0,1,16.3162312117209,0,0,0,1,1,1,1
2007-06-05,42,"2007-06","4200 North Richmond Street, Chicago, IL 60618, USA"," N RICHMOND ST",42,41.958271,-87.702575,2007,6,0,1,0,146,0,0,1,2,0,0,0,0.26,0.8,0,63,51,22,21,29,0.27,29.16,3,8.1,0,0,0,1,19.6483478067053,1,0,0,0,64,47,21,17,48,30,1,417,1923,0.42,5.2,5,7.6,1,0,0,0,1,16.3162312117209,0,0,0,1,1,1,1
2007-06-05,43,"2007-06","4200 West 127th Street, Alsip, IL 60803, USA"," W 127TH PL",42,41.662014,-87.724608,2007,6,0,1,0,135,0,1,2,4,0,0,0,0.26,0.8,0,63,51,22,21,29,0.27,29.16,3,8.1,0,0,0,1,19.6483478067053,1,0,0,0,64,47,21,17,48,30,1,417,1923,0.42,5.2,5,7.6,1,0,0,0,1,16.3162312117209,0,0,0,1,1,1,1
2007-06-05,44,"2007-06","4500 North Campbell Avenue, Chicago, IL 60625, USA"," N CAMPBELL AVE",45,41.963976,-87.69181,2007,6,0,1,0,220,0,0,0,1,0,0,0,0.26,0.8,0,63,51,22,21,29,0.27,29.16,3,8.1,0,0,0,1,19.6483478067053,1,0,0,0,64,47,21,17,48,30,1,417,1923,0.42,5.2,5,7.6,1,0,0,0,1,16.3162312117209,0,0,0,1,1,1,1
2007-06-05,45,"2007-06","4900 West Balmoral Avenue, Chicago, IL 60630, USA"," W BALMORAL AVE",49,41.979243,-87.750938,2007,6,0,1,0,25,0,0,0,1,0,0,0,0.26,0.8,0,63,51,22,21,29,0.27,29.16,3,8.1,0,0,0,1,19.6483478067053,1,0,0,0,64,47,21,17,48,30,1,417,1923,0.42,5.2,5,7.6,1,0,0,0,1,16.3162312117209,0,0,0,1,1,1,1
2007-06-05,46,"2007-06","5000 South Central Avenue, Chicago, IL 60638, USA"," S CENTRAL AVE",50,41.801498,-87.763416,2007,6,0,1,0,31,0,0,1,0,0,0,0,0.26,0.8,0,63,51,22,21,29,0.27,29.16,3,8.1,0,0,0,1,19.6483478067053,1,0,0,0,64,47,21,17,48,30,1,417,1923,0.42,5.2,5,7.6,1,0,0,0,1,16.3162312117209,0,0,0,1,1,1,1
2007-06-05,47,"2007-06","5300 West Agatite Avenue, Chicago, IL 60630, USA"," W AGATITE AVE",53,41.961743,-87.76007,2007,6,0,1,0,141,0,0,1,2,0,0,0,0.26,0.8,0,63,51,22,21,29,0.27,29.16,3,8.1,0,0,0,1,19.6483478067053,1,0,0,0,64,47,21,17,48,30,1,417,1923,0.42,5.2,5,7.6,1,0,0,0,1,16.3162312117209,0,0,0,1,1,1,1
2007-06-05,48,"2007-06","5800 North Western Avenue, Chicago, IL 60659, USA"," N WESTERN AVE",58,41.986921,-87.689778,2007,6,0,1,0,28,0,0,0,2,0,0,0,0.26,0.8,0,63,51,22,21,29,0.27,29.16,3,8.1,0,0,0,1,19.6483478067053,1,0,0,0,64,47,21,17,48,30,1,417,1923,0.42,5.2,5,7.6,1,0,0,0,1,16.3162312117209,0,0,0,1,1,1,1
2007-06-05,49,"2007-06","6500 North Oak Park Avenue, Chicago, IL 60631, USA"," N OAK PARK AVE",65,41.999129,-87.795585,2007,6,0,1,0,143,0,0,2,9,0,0,0,0.26,0.8,0,63,51,22,21,29,0.27,29.16,3,8.1,0,0,0,1,19.6483478067053,1,0,0,0,64,47,21,17,48,30,1,417,1923,0.42,5.2,5,7.6,1,0,0,0,1,16.3162312117209,0,0,0,1,1,1,1
2007-06-05,50,"2007-06","7000 West Armitage Avenue, Chicago, IL 60707, USA","  W ARMITAGE AVENUE",70,41.916265,-87.800515,2007,6,0,1,0,151,0,0,1,10,0,0,0,0.26,0.8,0,63,51,22,21,29,0.27,29.16,3,8.1,0,0,0,1,19.6483478067053,1,0,0,0,64,47,21,17,48,30,1,417,1923,0.42,5.2,5,7.6,1,0,0,0,1,16.3162312117209,0,0,0,1,1,1,1
2007-06-05,51,"2007-06","7200 North Oketo Avenue, Chicago, IL 60631, USA"," N OKETO AVE",72,42.011601,-87.811506,2007,6,0,1,0,16,0,0,0,1,0,0,0,0.26,0.8,0,63,51,22,21,29,0.27,29.16,3,8.1,0,0,0,1,19.6483478067053,1,0,0,0,64,47,21,17,48,30,1,417,1923,0.42,5.2,5,7.6,1,0,0,0,1,16.3162312117209,0,0,0,1,1,1,1
2007-06-05,52,"2007-06","7900 West Foster Avenue, Chicago, IL 60656, USA"," W FOSTER AVE",79,41.974089,-87.824812,2007,6,0,1,0,15,0,0,1,2,0,0,0,0.26,0.8,0,63,51,22,21,29,0.27,29.16,3,8.1,0,0,0,1,19.6483478067053,1,0,0,0,64,47,21,17,48,30,1,417,1923,0.42,5.2,5,7.6,1,0,0,0,1,16.3162312117209,0,0,0,1,1,1,1
2007-06-05,53,"2007-06","8900 South Carpenter Street, Chicago, IL 60620, USA"," S CARPENTER ST",89,41.732984,-87.649642,2007,6,0,1,0,159,0,0,0,1,0,0,0,0.26,0.8,0,63,51,22,21,29,0.27,29.16,3,8.1,0,0,0,1,19.6483478067053,1,0,0,0,64,47,21,17,48,30,1,417,1923,0.42,5.2,5,7.6,1,0,0,0,1,16.3162312117209,0,0,0,1,1,1,1
2007-06-05,54,"2007-06","9100 West Higgins Avenue, Chicago, IL 60656, USA"," W HIGGINS AVE",91,41.981964,-87.812827,2007,6,0,1,0,9,0,0,0,2,0,0,0,0.26,0.8,0,63,51,22,21,29,0.27,29.16,3,8.1,0,0,0,1,19.6483478067053,1,0,0,0,64,47,21,17,48,30,1,417,1923,0.42,5.2,5,7.6,1,0,0,0,1,16.3162312117209,0,0,0,1,1,1,1
2007-06-05,55,"2007-06","9300 South Doctor Martin Luther King Junior Drive, Chicago, IL 60619, USA"," S DR MARTIN LUTHER KING JR DR",93,41.725517,-87.614258,2007,6,0,1,0,162,0,0,1,0,0,0,0,0.26,0.8,0,63,51,22,21,29,0.27,29.16,3,8.1,0,0,0,1,19.6483478067053,1,0,0,0,64,47,21,17,48,30,1,417,1923,0.42,5.2,5,7.6,1,0,0,0,1,16.3162312117209,0,0,0,1,1,1,1
2007-06-05,56,"2007-06","Chicago, IL, USA"," N ASHLAND AVE OVERPASS",43,41.878114,-87.629798,2007,6,0,1,0,145,0,0,0,3,0,0,0,0.26,0.8,0,63,51,22,21,29,0.27,29.16,3,8.1,0,0,0,1,19.6483478067053,1,0,0,0,64,47,21,17,48,30,1,417,1923,0.42,5.2,5,7.6,1,0,0,0,1,16.3162312117209,0,0,0,1,1,1,1
2007-06-05,57,"2007-06","South Vincennes Avenue, Chicago, IL, USA"," S VINCENNES",10,41.723195,-87.64997,2007,6,0,1,0,89,0,0,0,1,0,0,0,0.26,0.8,0,63,51,22,21,29,0.27,29.16,3,8.1,0,0,0,1,19.6483478067053,1,0,0,0,64,47,21,17,48,30,1,417,1923,0.42,5.2,5,7.6,1,0,0,0,1,16.3162312117209,0,0,0,1,1,1,1
2007-06-05,58,"2007-06","University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA"," S ASHLAND AVE",11,41.868077,-87.666901,2007,6,0,1,0,90,0,0,1,7,0,0,0,0.26,0.8,0,63,51,22,21,29,0.27,29.16,3,8.1,0,0,0,1,19.6483478067053,1,0,0,0,64,47,21,17,48,30,1,417,1923,0.42,5.2,5,7.6,1,0,0,0,1,16.3162312117209,0,0,0,1,1,1,1
2007-06-26,59,"2007-06","1000 South California Avenue, Chicago, IL 60612, USA"," S CALIFORNIA AVE",10,41.869107,-87.696293,2007,6,0,1,0,88,0,1,0,0,0,0,0,0.26,0.8,0,91,73,47,41,1,0,29.45,21,8.1,0,0,1,0,18,1,0,0,0,92,70,46,28,69,1,17,418,1931,0.16,6.1,22,7.1,1,0,0,1,0,19,0,1,1,0,1,1,1
2007-06-26,60,"2007-06","1000 West 95th Street, Chicago, IL 60643, USA"," W 95TH ST",10,41.721474,-87.648064,2007,6,0,1,0,85,0,0,0,2,0,0,0,0.26,0.8,0,91,73,47,41,1,0,29.45,21,8.1,0,0,1,0,18,1,0,0,0,92,70,46,28,69,1,17,418,1931,0.16,6.1,22,7.1,1,0,0,1,0,19,0,1,1,0,1,1,1
2007-06-26,61,"2007-06","1100 Roosevelt Road, Chicago, IL 60608, USA"," W ROOSEVELT",11,41.867108,-87.654224,2007,6,0,1,0,48,0,0,2,0,0,0,0,0.26,0.8,0,91,73,47,41,1,0,29.45,21,8.1,0,0,1,0,18,1,0,0,0,92,70,46,28,69,1,17,418,1931,0.16,6.1,22,7.1,1,0,0,1,0,19,0,1,1,0,1,1,1
